,X,rt,trial_index,subject,form_assignment,stimulus,button_pressed,stimNum,topic,form,response,numeric_response
676,875,3095,5,bc0lf0s46f,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
677,876,2886,6,bc0lf0s46f,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
678,877,1410,7,bc0lf0s46f,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
679,878,2567,8,bc0lf0s46f,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
680,879,1637,9,bc0lf0s46f,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
681,880,1834,10,bc0lf0s46f,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
682,881,1590,11,bc0lf0s46f,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
683,882,1636,12,bc0lf0s46f,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
684,883,8210,13,bc0lf0s46f,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
685,884,2284,14,bc0lf0s46f,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
686,885,2474,15,bc0lf0s46f,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
687,886,19952,16,bc0lf0s46f,non_conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
688,887,2808,17,bc0lf0s46f,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
689,888,3114,18,bc0lf0s46f,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
690,889,2261,19,bc0lf0s46f,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
691,890,1698,20,bc0lf0s46f,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
692,891,1278,21,bc0lf0s46f,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
693,892,1137,22,bc0lf0s46f,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
694,893,935,23,bc0lf0s46f,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
695,894,1262,24,bc0lf0s46f,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
696,895,1403,25,bc0lf0s46f,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
697,902,14253,2,bl28hehgsa,conventional,<p>My laptop is broken.</p>,0,5,laptop,nonconventional,request,1
698,903,18526,3,bl28hehgsa,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
699,904,13471,4,bl28hehgsa,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
700,905,3487,5,bl28hehgsa,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
701,906,3311,6,bl28hehgsa,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
702,907,2551,7,bl28hehgsa,conventional,<p>My office is really hot.</p>,0,6,office,nonconventional,request,1
703,908,5759,8,bl28hehgsa,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
704,909,6606,9,bl28hehgsa,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
705,910,5399,10,bl28hehgsa,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
706,911,4719,11,bl28hehgsa,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
707,912,5391,12,bl28hehgsa,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
708,913,2942,13,bl28hehgsa,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
709,914,3590,14,bl28hehgsa,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
710,915,3366,15,bl28hehgsa,conventional,<p>My soup is cold.</p>,0,9,soup,nonconventional,request,1
711,916,4591,16,bl28hehgsa,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
712,917,3879,17,bl28hehgsa,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
713,918,3847,18,bl28hehgsa,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
714,919,2615,19,bl28hehgsa,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
715,920,2055,20,bl28hehgsa,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
716,921,3831,21,bl28hehgsa,conventional,<p>My phone is dying.</p>,0,7,phone,nonconventional,request,1
717,922,3959,22,bl28hehgsa,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
718,923,2135,23,bl28hehgsa,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
719,924,3815,24,bl28hehgsa,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
720,925,4591,25,bl28hehgsa,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
721,932,5105,2,bplbjtdtt1,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
722,933,2366,3,bplbjtdtt1,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
723,934,2372,4,bplbjtdtt1,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
724,935,4927,5,bplbjtdtt1,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
725,936,2076,6,bplbjtdtt1,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
726,937,1583,7,bplbjtdtt1,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
727,938,3929,8,bplbjtdtt1,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
728,939,1368,9,bplbjtdtt1,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
729,940,1847,10,bplbjtdtt1,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
730,941,7850,11,bplbjtdtt1,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
731,942,2415,12,bplbjtdtt1,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
732,943,4826,13,bplbjtdtt1,conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
733,944,4170,14,bplbjtdtt1,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
734,945,8185,15,bplbjtdtt1,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
735,946,5903,16,bplbjtdtt1,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
736,947,1759,17,bplbjtdtt1,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
737,948,2455,18,bplbjtdtt1,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
738,949,2023,19,bplbjtdtt1,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
739,950,1924,20,bplbjtdtt1,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
740,951,1898,21,bplbjtdtt1,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
741,952,1875,22,bplbjtdtt1,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
742,953,2616,23,bplbjtdtt1,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
743,954,1830,24,bplbjtdtt1,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
744,955,16826,25,bplbjtdtt1,conventional,<p>Can you close that door?</p>,1,4,door,conventional,literal,0
745,962,2803,2,bs15tz1rj9,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
746,963,1526,3,bs15tz1rj9,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
747,964,1145,4,bs15tz1rj9,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
748,965,634,5,bs15tz1rj9,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
749,966,2961,6,bs15tz1rj9,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
750,967,1626,7,bs15tz1rj9,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
751,968,819,8,bs15tz1rj9,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
752,969,874,9,bs15tz1rj9,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
753,970,1183,10,bs15tz1rj9,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
754,971,806,11,bs15tz1rj9,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
755,972,4096,12,bs15tz1rj9,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
756,973,1854,13,bs15tz1rj9,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
757,974,3317,14,bs15tz1rj9,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
758,975,966,15,bs15tz1rj9,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
759,976,762,16,bs15tz1rj9,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
760,977,978,17,bs15tz1rj9,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
761,978,917,18,bs15tz1rj9,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
762,979,1220,19,bs15tz1rj9,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
763,980,995,20,bs15tz1rj9,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
764,981,787,21,bs15tz1rj9,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
765,982,691,22,bs15tz1rj9,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
766,983,1097,23,bs15tz1rj9,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
767,984,1777,24,bs15tz1rj9,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
768,985,732,25,bs15tz1rj9,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
769,992,2349,2,bu52va6mu2,non_conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
770,993,1156,3,bu52va6mu2,non_conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
771,994,3345,4,bu52va6mu2,non_conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
772,995,2361,5,bu52va6mu2,non_conventional,<p>Can you say that in Spanish?</p>,1,10,spanish,conventional,literal,0
773,996,1995,6,bu52va6mu2,non_conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
774,997,2608,7,bu52va6mu2,non_conventional,<p>Can you play the piano?</p>,1,8,piano,conventional,literal,0
775,998,1063,8,bu52va6mu2,non_conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
776,999,1269,9,bu52va6mu2,non_conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
777,1000,884,10,bu52va6mu2,non_conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
778,1001,3512,11,bu52va6mu2,non_conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
779,1002,1653,12,bu52va6mu2,non_conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
780,1003,1588,13,bu52va6mu2,non_conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
781,1004,1186,14,bu52va6mu2,non_conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
782,1005,4890,15,bu52va6mu2,non_conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
783,1006,757,16,bu52va6mu2,non_conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
784,1007,1704,17,bu52va6mu2,non_conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
785,1008,2046,18,bu52va6mu2,non_conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
786,1009,1296,19,bu52va6mu2,non_conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
787,1010,974,20,bu52va6mu2,non_conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
788,1011,1449,21,bu52va6mu2,non_conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
789,1012,880,22,bu52va6mu2,non_conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
790,1013,1514,23,bu52va6mu2,non_conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
791,1014,1077,24,bu52va6mu2,non_conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
792,1015,1339,25,bu52va6mu2,non_conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
793,1022,3664,2,cua7ml3scj,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
794,1023,1790,3,cua7ml3scj,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
795,1024,30647,4,cua7ml3scj,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
796,1025,1455,5,cua7ml3scj,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
797,1026,1095,6,cua7ml3scj,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
798,1027,1088,7,cua7ml3scj,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
799,1028,1551,8,cua7ml3scj,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
800,1029,1127,9,cua7ml3scj,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
801,1030,839,10,cua7ml3scj,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
802,1031,1048,11,cua7ml3scj,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
803,1032,1407,12,cua7ml3scj,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
804,1033,1776,13,cua7ml3scj,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
805,1034,1943,14,cua7ml3scj,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
806,1035,953,15,cua7ml3scj,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
807,1036,766,16,cua7ml3scj,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
808,1037,984,17,cua7ml3scj,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
809,1038,872,18,cua7ml3scj,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
810,1039,879,19,cua7ml3scj,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
811,1040,768,20,cua7ml3scj,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
812,1041,1175,21,cua7ml3scj,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
813,1042,1616,22,cua7ml3scj,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
814,1043,1407,23,cua7ml3scj,conventional,<p>I am six feet tall.</p>,1,22,tall,proposition,literal,0
815,1044,864,24,cua7ml3scj,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
816,1045,776,25,cua7ml3scj,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
817,1052,1740,2,dnqn59af6o,conventional,<p>My laptop is broken.</p>,1,5,laptop,nonconventional,literal,0
818,1053,1497,3,dnqn59af6o,conventional,<p>Can you lift that box?</p>,0,3,box,conventional,request,1
819,1054,935,4,dnqn59af6o,conventional,<p>Please fix my faucet.</p>,0,18,faucet,direct,request,1
820,1055,983,5,dnqn59af6o,conventional,<p>Please dice this onion.</p>,0,15,tomatoes,direct,request,1
821,1056,1015,6,dnqn59af6o,conventional,<p>Please refill my cup.</p>,0,13,salt,direct,request,1
822,1057,1577,7,dnqn59af6o,conventional,<p>Can you play the piano?</p>,0,8,piano,conventional,request,1
823,1058,2936,8,dnqn59af6o,conventional,<p>The dog is named Skip.</p>,1,21,dog,proposition,literal,0
824,1059,1093,9,dnqn59af6o,conventional,<p>Can you open that window?</p>,0,11,window,conventional,request,1
825,1060,1293,10,dnqn59af6o,conventional,<p>Paris is the capital of France.</p>,1,20,Paris,proposition,literal,0
826,1061,1240,11,dnqn59af6o,conventional,<p>Cats are a kind of mammal.</p>,1,24,cats,proposition,literal,0
827,1062,1129,12,dnqn59af6o,conventional,<p>Can you change the temperature?</p>,0,12,temperature,conventional,request,1
828,1063,1243,13,dnqn59af6o,conventional,<p>Can you say that in Spanish?</p>,0,10,spanish,conventional,request,1
829,1064,1319,14,dnqn59af6o,conventional,<p>My back is really sore.</p>,1,2,back,nonconventional,literal,0
830,1065,999,15,dnqn59af6o,conventional,<p>The United States is south of Canada.</p>,1,23,usa,proposition,literal,0
831,1066,1248,16,dnqn59af6o,conventional,<p>My phone is dying.</p>,1,7,phone,nonconventional,literal,0
832,1067,1249,17,dnqn59af6o,conventional,<p>Please turn off the television.</p>,0,14,television,direct,request,1
833,1068,1233,18,dnqn59af6o,conventional,<p>Please clean up your room.</p>,0,17,clean,direct,request,1
834,1069,880,19,dnqn59af6o,conventional,<p>Please wash your clothes.</p>,0,16,laundry,direct,request,1
835,1070,1020,20,dnqn59af6o,conventional,<p>Can you close that door?</p>,0,4,door,conventional,request,1
836,1071,1248,21,dnqn59af6o,conventional,<p>My office is really hot.</p>,1,6,office,nonconventional,literal,0
837,1072,1298,22,dnqn59af6o,conventional,<p>My soup is cold.</p>,1,9,soup,nonconventional,literal,0
838,1073,1161,23,dnqn59af6o,conventional,<p>My car isn't starting.</p>,1,1,car,nonconventional,literal,0
839,1074,967,24,dnqn59af6o,conventional,<p>I am wearing a green hat.</p>,1,19,hat,proposition,literal,0
